City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Linxia,CN,35.6,103.21,61.48,71,100,1.88,overcast clouds
347,Negombo,LK,7.21,79.84,80.6,83,20,5.82,few clouds
348,Qasigiannguit,GL,68.82,-51.19,41.0,86,75,9.17,light rain
349,Grindavik,IS,63.84,-22.43,44.6,65,40,9.17,scattered clouds
350,Emerald,AU,-23.53,148.17,57.2,93,35,4.7,scattered clouds
351,Sangar,RU,63.92,127.47,52.07,80,92,10.31,overcast clouds
352,Dandong,CN,40.13,124.39,60.6,89,1,6.42,clear sky
353,Cagdianao,PH,9.92,125.67,82.18,79,22,4.27,few clouds
354,Verkhnevilyuysk,RU,63.45,120.32,54.95,81,95,4.12,overcast clouds
355,Gornopravdinsk,RU,60.05,69.9,45.79,77,97,9.33,overcast clouds
356,Vardo,NO,70.37,31.11,59.0,82,75,5.82,broken clouds
357,Palmas,BR,-10.21,-48.36,93.2,28,94,5.82,overcast clouds
358,Mwinilunga,ZM,-11.74,24.43,61.61,38,0,5.17,clear sky
359,Pryamitsyno,RU,51.66,35.93,68.0,33,100,8.95,light rain
360,Baherden,TM,38.44,57.43,77.81,18,7,2.86,clear sky
361,Bocas Del Toro,PA,9.33,-82.25,70.0,75,0,5.28,clear sky
362,Narsaq,GL,60.92,-46.05,46.4,93,100,3.36,heavy intensity drizzle
363,Lazaro Cardenas,MX,17.96,-102.2,85.41,81,100,8.48,light rain
364,Umea,SE,63.83,20.26,59.0,93,90,5.82,overcast clouds
365,Bosaso,SO,11.28,49.18,87.94,63,73,5.77,broken clouds
366,Orumiyeh,IR,37.55,45.08,62.6,67,0,4.7,clear sky
367,Tete,MZ,-16.16,33.59,65.55,72,0,5.75,clear sky
368,Namtsy,RU,62.72,129.67,42.8,93,58,4.47,broken clouds
369,Tuy Hoa,VN,13.08,109.3,77.95,86,92,4.45,overcast clouds
370,Atar,MR,20.52,-13.05,99.97,23,70,9.6,broken clouds
371,Kronshtadt,RU,59.99,29.77,60.01,87,100,8.72,overcast clouds
372,Chokurdakh,RU,70.63,147.92,36.88,80,0,12.93,clear sky
373,Mucurapo,TT,10.67,-61.53,89.6,59,20,8.05,few clouds
374,Liverpool,GB,53.41,-2.98,57.2,76,38,12.75,light rain
375,Ambilobe,MG,-13.2,49.05,70.72,84,99,2.3,light rain
376,Payo,ID,-3.75,103.64,71.49,94,85,1.7,overcast clouds
377,North Platte,US,41.12,-100.77,90.0,29,1,4.7,clear sky
378,Port Lincoln,AU,-34.73,135.87,52.61,86,0,5.23,clear sky
379,Araure,VE,9.56,-69.21,89.6,43,34,10.29,light rain
380,Berea,US,41.37,-81.85,73.99,40,20,13.87,few clouds
381,Esqueda,MX,30.72,-109.58,96.26,16,0,17.47,clear sky
382,Glendive,US,47.11,-104.71,84.0,21,20,12.75,few clouds
383,Shubarkuduk,KZ,49.14,56.49,58.42,34,0,6.29,clear sky
384,Meulaboh,ID,4.14,96.13,77.27,87,100,5.21,moderate rain
385,Mandera,KE,3.94,41.87,80.01,48,47,24.87,scattered clouds
386,Niquelandia,BR,-14.47,-48.46,85.8,21,6,7.99,clear sky
387,Hualahuises,MX,24.88,-99.67,95.85,29,8,8.68,clear sky
388,Sorong,ID,-0.88,131.25,78.57,83,56,6.11,broken clouds
389,Senno,RU,59.53,33.92,55.99,93,100,2.75,heavy intensity rain
390,Sabha,LY,27.04,14.43,91.44,18,45,16.35,scattered clouds
391,Saint-Georges,GD,12.06,-61.75,87.8,70,20,17.22,few clouds
392,Melville,US,40.79,-73.42,87.8,35,1,11.41,light rain
393,San Luis,AR,-33.3,-66.34,69.22,26,3,8.34,clear sky
394,Murgab,TM,37.5,61.97,77.0,31,0,4.7,clear sky
395,Sobolevo,RU,54.43,31.9,57.06,89,99,0.92,light rain
396,Dzaoudzi,YT,-12.79,45.27,75.2,78,0,8.05,clear sky
397,High Level,CA,58.52,-117.14,57.2,87,40,2.24,scattered clouds
398,Harnosand,SE,62.63,17.94,57.2,93,44,6.93,light rain
399,Mahon,ES,39.89,4.27,71.6,68,20,3.36,few clouds
400,Elko,US,41.0,-115.5,98.01,4,0,5.99,clear sky
401,San Vicente,AR,-26.62,-54.13,71.22,60,5,2.21,clear sky
402,Volodarka,UA,49.52,29.91,62.13,67,96,9.51,overcast clouds
403,Key Largo,US,25.09,-80.45,87.01,1,92,10.0,overcast clouds
404,Kloulklubed,PW,7.04,134.26,77.0,94,75,5.35,broken clouds
405,Poum,NC,-20.23,164.02,69.84,69,64,19.91,broken clouds
406,Alekseyevka,RU,50.63,38.69,67.33,32,100,10.71,light rain
407,Horsham,GB,51.06,-0.33,60.8,72,20,4.7,few clouds
408,Gagino,RU,55.23,45.03,52.57,84,100,5.46,overcast clouds
409,Castellammare Del Golfo,IT,38.02,12.89,77.0,65,0,9.17,clear sky
410,Ilhabela,BR,-23.78,-45.36,70.74,86,55,6.38,broken clouds
411,Mana,GF,5.66,-53.78,81.57,78,0,10.18,clear sky
412,Masvingo,ZW,-20.06,30.83,56.53,69,0,6.2,clear sky
413,Yuzhou,CN,34.16,113.46,69.8,64,52,2.24,light rain
414,Yarkovo,RU,57.4,67.08,42.85,84,48,6.4,scattered clouds
415,Richards Bay,ZA,-28.78,32.04,66.38,76,2,12.48,clear sky
416,Angul,IN,20.85,85.1,77.67,90,19,1.81,few clouds
417,La Rioja,ES,42.25,-2.5,69.8,60,0,2.24,clear sky
418,Barahona,DO,18.21,-71.1,78.8,94,75,17.22,broken clouds
419,Chicama,PE,-7.84,-79.15,69.37,59,11,10.13,few clouds
420,Ahipara,NZ,-35.17,173.17,54.55,65,63,5.57,broken clouds
421,Pizarro,CO,4.95,-77.37,79.47,83,96,7.38,overcast clouds
422,Severodvinsk,RU,64.56,39.83,59.0,82,40,6.71,scattered clouds
423,Ruteng,ID,-8.61,120.47,60.01,99,22,1.41,few clouds
424,Maua,BR,-23.67,-46.46,73.4,82,75,13.87,mist
425,Huarmey,PE,-10.07,-78.15,65.75,67,3,11.03,clear sky
426,Singojuruh,ID,-8.32,114.23,70.81,86,84,1.99,broken clouds
427,Ilulissat,GL,69.22,-51.1,41.0,86,75,9.17,light rain
428,Tabou,CI,4.42,-7.35,75.88,87,78,10.25,broken clouds
429,Sinnamary,GF,5.38,-52.95,81.54,77,0,10.6,clear sky
430,Santo Tomas,PH,14.11,121.14,81.0,88,74,2.75,broken clouds
431,Saint-Joseph,RE,-21.37,55.62,64.4,88,75,8.05,broken clouds
432,Dabakala,CI,8.37,-4.43,73.96,93,78,6.44,light rain
433,Roald,NO,62.58,6.13,55.4,76,75,12.75,broken clouds
434,Dunedin,NZ,-45.87,170.5,48.72,72,0,5.1,clear sky
435,Cidreira,BR,-30.18,-50.21,56.08,79,1,5.39,clear sky
436,Erfurt,DE,50.98,11.03,66.99,72,100,6.93,overcast clouds
437,Eenhana,NA,-17.47,16.33,78.8,47,80,3.36,broken clouds
438,Puqi,CN,29.72,113.88,67.17,92,1,1.41,clear sky
439,Boundiali,CI,9.52,-6.49,73.11,91,100,6.98,moderate rain
440,Ziro,IN,27.63,93.83,57.65,100,100,0.49,overcast clouds
441,Mount Isa,AU,-20.73,139.5,68.0,30,0,6.93,clear sky
442,Chapais,CA,49.78,-74.85,55.4,62,40,19.46,scattered clouds
443,Cabatuan,PH,10.88,122.49,76.73,86,67,0.87,broken clouds
444,Dekar,BW,-21.53,21.93,67.91,30,0,8.12,clear sky
445,Yantal,RU,56.85,105.25,55.96,85,1,1.81,clear sky
446,Progreso,MX,21.28,-89.67,87.8,70,75,4.7,broken clouds
447,Escanaba,US,45.75,-87.06,70.0,37,40,14.99,scattered clouds
448,Vila Do Maio,CV,15.13,-23.22,80.6,88,75,11.41,broken clouds
449,Tapejara,BR,-28.07,-52.01,61.3,80,0,6.51,clear sky
450,Puerto Madryn,AR,-42.77,-65.04,51.87,46,88,15.7,overcast clouds
451,Rumphi,MW,-11.02,33.86,57.45,54,0,3.04,clear sky
452,Tiznit,MA,29.58,-9.5,76.28,57,0,4.25,clear sky
453,Irbeyskoye,RU,55.64,95.45,52.12,84,98,7.45,overcast clouds
454,Moussoro,TD,13.64,16.49,86.04,56,73,6.8,broken clouds
455,Rio Grande,BR,-32.03,-52.1,57.99,80,0,3.0,clear sky
456,Mawlaik,MM,23.63,94.42,78.13,88,28,0.47,scattered clouds
457,Kaeo,NZ,-35.1,173.78,51.01,3,1,1.01,clear sky
458,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,44.6,100,20,4.47,fog
459,Shepsi,RU,44.04,39.15,79.9,60,26,1.81,scattered clouds
460,Sao Filipe,CV,14.9,-24.5,79.65,85,100,19.42,light rain
461,Ballina,AU,-28.87,153.57,59.0,87,76,12.59,broken clouds
462,Tarakan,ID,3.3,117.63,78.08,86,14,7.87,few clouds
463,Bardiyah,LY,31.76,25.09,77.41,81,0,15.23,clear sky
464,Yaan,NG,7.38,8.57,73.58,95,100,7.4,moderate rain
465,Moerai,PF,-22.43,-151.33,73.85,88,53,16.44,broken clouds
466,Banyo,CM,6.75,11.82,66.83,93,100,0.63,moderate rain
467,Fairview,US,40.81,-74.0,87.8,42,1,9.17,clear sky
468,Nara,JP,34.69,135.8,79.0,88,75,1.12,light intensity shower rain
469,Shitkino,RU,56.37,98.35,57.97,94,100,7.58,overcast clouds
470,Liku,ID,-0.73,119.89,74.79,84,81,2.1,broken clouds
471,Carutapera,BR,-1.2,-46.02,79.36,79,0,8.25,clear sky
472,Waipawa,NZ,-41.41,175.52,55.4,82,55,21.92,broken clouds
473,Talnakh,RU,69.49,88.4,35.6,93,0,17.9,clear sky
474,Nacozari,MX,25.34,-108.26,102.99,52,3,4.0,clear sky
475,Fortuna,US,40.6,-124.16,68.0,82,75,5.82,broken clouds
476,Yar-Sale,RU,66.83,70.83,39.69,90,0,10.04,clear sky
477,Petaluma,US,38.23,-122.64,89.01,32,1,8.05,clear sky
478,Tres Arroyos,AR,-38.37,-60.28,52.09,53,82,6.71,broken clouds
479,Roma,US,43.21,-75.46,73.4,40,1,17.22,clear sky
480,Aksarka,RU,66.56,67.8,37.94,89,4,7.38,clear sky
481,Severo-Kurilsk,RU,50.68,156.12,52.7,74,78,4.36,broken clouds
482,Malia,GR,35.28,25.47,80.6,78,4,10.29,clear sky
483,Kumluca,TR,36.37,30.29,85.75,41,0,3.38,clear sky
484,Tautira,PF,-17.73,-149.15,84.2,62,40,14.99,scattered clouds
485,Khuzhir,RU,53.19,107.34,54.36,80,15,6.26,few clouds
486,Kampong Thum,KH,12.71,104.89,77.23,93,96,5.08,overcast clouds
487,La Asuncion,VE,11.03,-63.86,89.6,55,53,8.05,broken clouds
488,Khorol,UA,49.78,33.28,65.93,80,100,9.01,moderate rain
489,Amuntai,ID,-2.42,115.25,73.94,97,100,1.19,overcast clouds
490,Liuhe,CN,42.24,125.72,54.79,91,2,7.76,clear sky
491,Itarema,BR,-2.92,-39.92,78.98,74,0,17.18,clear sky
492,Kalmunai,LK,7.42,81.82,80.26,82,64,5.21,light rain
493,Brigantine,US,39.41,-74.36,87.8,52,20,6.93,few clouds
494,Erzincan,TR,39.75,39.5,68.0,34,0,4.7,clear sky
495,Taoudenni,ML,22.68,-3.98,94.55,34,99,9.15,overcast clouds
496,Brae,GB,60.4,-1.35,51.8,87,40,16.11,scattered clouds
497,Road Town,VG,18.42,-64.62,86.0,74,40,10.29,scattered clouds
498,Hrubieszow,PL,50.8,23.89,60.98,69,49,5.93,scattered clouds
499,Mount Gambier,AU,-37.83,140.77,44.6,93,75,6.93,broken clouds
500,Anloga,GH,5.79,0.9,77.0,88,20,11.41,few clouds
501,Zelenoborskiy,RU,66.84,32.36,55.63,90,3,11.12,clear sky
502,Northam,GB,51.03,-4.22,57.99,83,57,8.01,broken clouds
503,Bikin,RU,46.82,134.26,58.28,91,0,4.97,clear sky
504,Petauke,ZM,-14.24,31.33,58.55,65,0,13.04,clear sky
505,Lakes Entrance,AU,-37.88,147.98,50.0,78,57,11.32,broken clouds
506,Haines Junction,CA,60.75,-137.51,51.78,48,65,5.73,broken clouds
507,Bowen,AU,-20.02,148.23,60.8,87,75,5.82,broken clouds
508,Villacarrillo,ES,38.12,-3.08,79.0,32,0,4.14,clear sky
509,Cabedelo,BR,-6.98,-34.83,78.8,69,20,13.87,few clouds
510,Tonj,SS,7.27,28.68,70.81,90,12,1.9,few clouds
511,Funtua,NG,11.52,7.31,70.38,93,80,6.96,light rain
512,Havre,FR,49.58,0.33,61.0,77,65,8.05,broken clouds
513,Daniel Flores,CR,9.34,-83.67,75.2,80,100,2.59,moderate rain
514,Sao Joao Da Barra,BR,-21.64,-41.05,80.6,54,0,16.11,clear sky
515,Atlantis,ZA,-33.57,18.48,55.0,94,4,5.59,clear sky
516,Nacala,MZ,-14.54,40.67,70.12,70,0,11.95,clear sky
517,Mgandu,TZ,-5.95,34.13,63.72,51,11,6.62,few clouds
518,Batemans Bay,AU,-35.72,150.18,45.0,100,0,7.4,clear sky
519,Kupang,ID,-10.17,123.58,71.74,80,0,3.85,clear sky
520,Lingao,CN,19.91,109.69,79.7,84,51,4.43,broken clouds
521,Shatrovo,RU,56.52,64.63,42.57,90,31,7.14,scattered clouds
522,Kashi,CN,39.45,75.98,71.6,18,4,13.42,clear sky
523,Hutang,CN,31.53,119.48,71.01,79,90,1.99,overcast clouds
524,Concepcion,CL,-36.83,-73.05,57.2,62,81,6.93,broken clouds
525,Parana,AR,-31.73,-60.52,66.99,56,100,1.99,overcast clouds
526,Sept-Iles,CA,50.2,-66.38,62.01,67,20,11.41,few clouds
527,Gondanglegi,ID,-7.75,112.01,74.39,81,5,16.13,clear sky
528,Edosaki,JP,35.95,140.32,77.0,94,75,5.82,mist
529,Ho Chi Minh City,VN,10.75,106.67,80.6,94,40,1.12,scattered clouds
530,Duvan,RU,55.7,57.9,43.14,94,49,3.51,scattered clouds
531,Kidal,ML,18.44,1.41,89.83,40,82,11.43,broken clouds
532,Staryy Nadym,RU,65.61,72.68,40.59,86,0,14.29,clear sky
533,Qiongshan,CN,20.01,110.35,77.0,94,37,6.17,scattered clouds
534,Diego De Almagro,CL,-26.37,-70.05,71.58,22,0,12.26,clear sky
535,Requena,ES,39.49,-1.1,66.0,70,0,1.01,clear sky
536,Churapcha,RU,62.0,132.43,46.9,92,0,7.16,clear sky
537,Moron,AR,-34.65,-58.62,62.6,59,96,5.82,overcast clouds
538,Tay Ninh,VN,11.3,106.1,78.04,90,100,3.62,overcast clouds
539,Saint-Denis,FR,48.92,2.33,70.0,77,1,4.7,clear sky
540,Pangody,RU,65.85,74.49,41.4,84,0,15.5,clear sky
541,Piacabucu,BR,-10.41,-36.43,73.67,77,46,9.13,scattered clouds
542,Bambanglipuro,ID,-7.95,110.28,76.73,82,75,8.7,broken clouds
543,Cheyenne,US,41.14,-104.82,84.2,14,1,9.17,clear sky
544,Isiolo,KE,0.35,37.58,70.52,62,97,13.56,overcast clouds
545,Grand Gaube,MU,-20.01,57.66,66.0,75,0,1.99,clear sky
546,Neepawa,CA,50.23,-99.47,66.2,45,75,12.75,broken clouds
547,Abalak,RU,58.13,68.59,41.61,88,56,7.74,broken clouds
548,Mildura,AU,-34.2,142.15,52.0,76,0,3.36,clear sky
549,Gboko,NG,7.32,9.0,73.8,93,100,8.34,moderate rain
550,Portmore,JM,17.97,-76.87,87.01,74,20,17.22,few clouds
551,Lasem,ID,-6.69,111.45,77.25,79,4,7.34,clear sky
552,Anadyr,RU,64.75,177.48,46.4,70,100,6.71,overcast clouds
553,Jiexiu,CN,37.02,111.91,68.54,32,100,6.44,overcast clouds
554,Barcarena,BR,-1.51,-48.63,77.0,73,75,13.87,thunderstorm with light rain
555,Sooke,CA,48.37,-123.73,80.01,87,75,8.05,broken clouds
556,Balkhash,KZ,46.84,74.98,55.67,44,0,15.48,clear sky
557,Isabela,PH,6.71,121.97,79.38,79,91,2.62,overcast clouds
558,Valparaiso,CL,-33.04,-71.63,57.2,76,75,6.93,broken clouds
559,Pierre,US,44.37,-100.35,86.0,18,1,11.41,clear sky
560,Marystown,CA,47.17,-55.15,66.99,100,99,5.99,overcast clouds
561,Saint Anthony,US,45.02,-93.22,75.0,35,1,10.29,clear sky
562,Quatre Cocos,MU,-20.21,57.76,69.8,73,75,12.75,broken clouds
563,Carleton Place,CA,45.13,-76.15,66.99,74,62,8.01,light rain
564,Pulivendla,IN,14.42,78.23,80.24,78,1,7.23,clear sky
565,Midland,US,32.0,-102.08,93.0,31,1,13.87,clear sky
566,Banda Aceh,ID,5.56,95.32,79.74,77,78,10.58,broken clouds
567,Veraval,IN,20.9,70.37,81.21,86,68,7.74,broken clouds
568,Sironj,IN,24.1,77.7,75.96,81,2,4.21,clear sky
569,Biak,ID,-0.91,122.88,76.59,84,43,6.71,scattered clouds
570,Mangai,CD,-4.05,19.53,79.14,53,41,0.58,scattered clouds
571,Zyryanka,RU,65.75,150.85,47.75,58,48,9.37,scattered clouds
572,Guanica,PR,17.97,-66.91,84.99,67,100,10.74,light rain
573,Birao,CF,10.28,22.79,72.48,95,91,4.29,light rain
574,Menongue,AO,-14.66,17.69,63.79,31,1,4.38,clear sky
575,Kondinskoye,RU,59.65,67.41,43.25,81,82,9.4,broken clouds
576,Buraydah,SA,26.33,43.98,91.4,21,20,11.41,dust
577,Miramar,US,25.99,-80.23,91.4,59,20,13.87,light rain
578,Desaguadero,PE,-16.57,-69.04,57.04,37,2,13.4,clear sky
579,Inhambane,MZ,-23.86,35.38,69.13,66,89,10.92,overcast clouds
580,Teya,RU,60.38,92.63,47.82,91,99,1.72,overcast clouds
581,Adrar,MR,20.5,-10.07,91.78,36,78,6.33,light rain
582,Laguna,US,38.42,-121.42,93.0,42,1,5.55,clear sky
583,Petukhovo,RU,55.07,67.9,43.43,87,96,7.78,overcast clouds
584,Chipinge,ZW,-20.19,32.62,53.15,92,0,6.42,clear sky
585,Los Llanos De Aridane,ES,28.66,-17.92,75.2,78,90,2.24,overcast clouds
586,Cam Ranh,VN,11.92,109.16,80.6,88,20,2.24,few clouds
587,Faanui,PF,-16.48,-151.75,77.74,78,80,18.5,broken clouds
588,Imbituba,BR,-28.24,-48.67,62.6,67,90,10.29,overcast clouds
589,Mogwase,ZA,-25.18,27.27,67.24,31,0,5.77,clear sky
590,Hovd,MN,48.01,91.64,56.8,49,39,7.81,scattered clouds
591,Liepaja,LV,56.54,21.04,62.6,88,100,13.87,overcast clouds
592,Devonport,AU,-41.17,146.35,48.0,91,44,1.01,scattered clouds
593,Asfi,MA,32.3,-9.24,70.92,87,0,3.96,clear sky
594,Claresholm,CA,50.03,-113.59,84.99,23,38,16.11,scattered clouds
595,Port Hedland,AU,-20.32,118.57,57.2,82,79,4.38,broken clouds
596,Vitim,RU,59.45,112.56,51.91,85,1,1.72,clear sky
597,Kapit,MY,2.02,112.93,74.46,95,100,1.9,moderate rain
598,Wenling,CN,28.37,121.36,80.01,60,100,5.14,overcast clouds
599,Ileza,RU,61.05,43.9,52.39,89,5,6.69,light rain
600,Nganjuk,ID,-7.61,111.9,74.48,77,6,8.88,clear sky
601,Abu Kamal,SY,34.45,40.92,85.03,15,0,2.89,clear sky
602,Margate,GB,51.38,1.39,61.0,81,95,1.99,overcast clouds
603,Matoury,GF,4.85,-52.33,86.0,66,0,10.29,clear sky
604,Campbellton,CA,48.01,-66.67,70.21,50,9,7.09,clear sky
605,Pochutla,MX,15.74,-96.47,86.0,62,90,17.22,overcast clouds
606,Batagay,RU,67.63,134.63,50.32,82,100,4.32,overcast clouds
607,Hagdan,PH,11.33,123.9,83.1,75,80,3.11,broken clouds
608,Vredendal,ZA,-31.67,18.5,55.08,82,29,3.22,scattered clouds
609,Boysun,UZ,38.21,67.2,59.86,33,0,2.28,clear sky
610,Matara,LK,5.95,80.54,78.3,89,37,7.43,light rain
611,Phangnga,TH,8.45,98.53,77.0,94,20,0.58,few clouds
612,Wamba,NG,8.93,8.6,73.11,91,100,5.86,light rain
613,Barabai,ID,-2.58,115.38,74.28,92,100,1.21,overcast clouds
614,Salalah,OM,17.02,54.09,78.8,88,75,6.93,broken clouds
615,Kihei,US,20.79,-156.47,89.6,43,40,20.8,scattered clouds
616,Bhag,PK,29.04,67.82,89.96,45,62,6.51,broken clouds
617,Bitung,ID,1.45,125.18,75.2,94,20,1.12,few clouds
618,Diamantino,BR,-14.41,-56.45,98.31,15,85,3.87,overcast clouds
619,Araouane,ML,18.9,-3.53,89.85,43,78,19.22,light rain
620,Dudinka,RU,69.41,86.18,35.6,93,0,17.9,clear sky
621,Tazovskiy,RU,67.47,78.7,40.28,88,0,17.2,clear sky
622,Tarko-Sale,RU,64.92,77.78,39.99,85,20,20.71,light rain
623,Yingkou,CN,40.66,122.23,68.41,75,59,11.79,broken clouds
624,Sungaipenuh,ID,-2.08,101.38,65.39,93,98,0.67,overcast clouds
625,Nha Trang,VN,12.25,109.18,80.6,88,20,2.24,few clouds
626,Atambua,ID,-9.11,124.89,67.82,83,14,3.8,few clouds
627,Idenao,CM,4.25,9.0,75.2,100,75,10.29,light intensity drizzle rain
628,Fereydunshahr,IR,32.94,50.12,49.42,51,58,1.72,broken clouds
629,Ketchikan,US,55.34,-131.65,55.4,100,90,5.82,overcast clouds
630,Gubkinskiy,RU,64.43,76.5,43.39,68,11,20.02,few clouds
631,Caconda,AO,-13.73,15.07,64.58,53,71,2.46,broken clouds
632,Bourges,FR,47.25,2.42,71.6,46,13,2.24,few clouds
633,Damaturu,NG,11.75,11.96,79.77,63,1,2.19,clear sky
634,Pangkalanbuun,ID,-2.68,111.62,74.43,98,100,1.88,moderate rain
635,Boden,SE,65.83,21.69,59.0,93,90,6.93,overcast clouds
636,Padang,ID,-0.95,100.35,76.39,80,92,2.39,light rain
637,Port Macquarie,AU,-31.43,152.92,64.0,88,86,1.25,overcast clouds
638,Ust-Ishim,RU,57.69,71.17,44.4,89,100,8.25,overcast clouds
639,Arlit,NE,18.74,7.39,96.21,28,20,7.45,few clouds
640,Acapulco,MX,16.86,-99.89,86.0,74,75,8.05,broken clouds
641,Morondava,MG,-20.28,44.28,72.7,46,0,13.0,clear sky
642,Svirstroy,RU,60.8,33.72,54.23,96,82,4.94,broken clouds
643,Quelimane,MZ,-17.88,36.89,71.6,78,40,2.24,scattered clouds
644,Coari,BR,-4.08,-63.14,92.84,42,46,4.81,scattered clouds
645,Irtyshskiy,RU,58.33,68.13,41.4,89,47,8.34,scattered clouds
646,Benjamin Constant,BR,-4.38,-70.03,93.2,75,20,4.7,few clouds
647,Vila Velha,BR,-20.33,-40.29,81.0,65,0,14.99,clear sky
648,Akyab,MM,20.15,92.9,81.77,85,100,5.95,overcast clouds
649,Jaguaruna,BR,-28.61,-49.03,58.62,79,78,4.74,broken clouds
650,Pauini,BR,-7.71,-66.98,92.91,40,89,3.24,overcast clouds
651,Linjiang,CN,41.81,126.91,49.33,85,0,2.75,clear sky
652,Straseni,MD,47.14,28.61,69.8,56,100,16.11,overcast clouds
653,Tukrah,LY,32.53,20.58,78.33,74,0,16.4,clear sky
654,Kolosovka,RU,56.47,73.61,44.24,94,99,12.68,overcast clouds
655,Pemangkat,ID,1.17,108.97,77.92,89,100,8.08,moderate rain
656,Marathon,US,44.9,-89.77,69.8,37,20,20.8,few clouds
657,Conceicao Do Araguaia,BR,-8.26,-49.26,93.07,20,66,2.21,broken clouds
658,Gizo,SB,-8.1,156.84,81.46,77,99,12.75,overcast clouds
659,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,91.0,53,95,2.98,overcast clouds
660,Selma,US,36.57,-119.61,97.0,36,1,6.93,clear sky
661,Ljungby,SE,56.83,13.94,55.99,82,100,8.05,light rain
662,Olenino,RU,56.21,33.49,58.35,98,100,5.06,light rain
663,Bay Saint Louis,US,30.31,-89.33,89.6,62,40,8.05,scattered clouds
664,Sidi Ali,DZ,36.1,0.42,69.42,82,0,10.47,clear sky
665,Marang,MY,5.21,103.21,78.8,94,20,3.36,few clouds
666,Keuruu,FI,62.27,24.7,57.2,93,90,8.05,shower rain
667,Lazurne,UA,46.08,32.53,69.15,85,57,18.23,broken clouds
668,Sterling,US,39.01,-77.43,84.99,66,75,4.7,light rain
669,Vestmannaeyjar,IS,63.44,-20.27,46.76,62,21,22.26,few clouds
670,Twin Falls,US,42.56,-114.46,89.6,21,1,9.17,clear sky
671,Dengfeng,CN,34.46,113.03,71.01,99,56,3.2,light rain
672,Zheshart,RU,62.07,49.57,48.2,96,54,4.47,broken clouds
673,Kurikka,FI,62.62,22.42,57.2,93,90,6.93,overcast clouds
674,Mafeteng,LS,-29.82,27.24,59.05,39,0,5.97,clear sky
675,Piet Retief,ZA,-27.01,30.81,51.48,95,18,2.21,few clouds
676,Srednekolymsk,RU,67.45,153.68,37.99,76,0,9.17,clear sky
677,Kalabo,ZM,-14.97,22.68,69.85,30,0,6.89,clear sky
678,Jinchang,CN,38.5,102.17,71.42,22,100,8.68,overcast clouds
679,Fuzhou,CN,26.06,119.31,78.8,78,20,4.47,few clouds
680,Lincoln,US,40.8,-96.67,87.01,23,1,10.29,clear sky
681,Tymovskoye,RU,50.85,142.66,64.0,89,78,6.46,broken clouds
682,Krasnyy Chikoy,RU,50.36,108.75,47.41,85,0,2.28,clear sky
683,Kabin Buri,TH,13.95,101.72,77.41,90,100,2.1,overcast clouds
684,Ukiah,US,39.15,-123.21,93.99,20,1,4.7,haze
685,Tarija,BO,-21.54,-64.73,77.0,27,0,17.22,clear sky
686,Tingi,TZ,-11.3,35.03,56.55,77,0,0.96,clear sky
687,Gladstone,AU,-23.85,151.25,60.8,87,90,6.93,overcast clouds
688,Jijiga,ET,9.35,42.8,65.28,75,0,3.38,clear sky
689,Porto Novo,BJ,6.5,2.6,78.8,88,20,12.75,few clouds
690,Antofagasta,CL,-23.65,-70.4,59.0,67,20,12.75,few clouds
691,Marica,BR,-22.92,-42.82,87.8,51,1,10.29,clear sky
692,Tabuk,PH,17.42,121.44,73.69,88,34,2.82,scattered clouds
693,Kozyatyn,UA,49.71,28.83,54.97,88,0,8.25,clear sky
